object_id,name,category,train_freq,rot_sym,rot_naive,trans_cm,size_rel
2351,hot_dog_084,hot_dog,59,15.4824,179.6247,0.3122,0.0172
405,box_020,box,111,10.5882,179.7154,1.5864,0.0927
2636,longan_018,longan,40,25.7847,41.1311,12.0604,0.0391
466,boxed_beverage_003,boxed_beverage,74,29.7417,155.8320,3.6157,0.0565
3109,package_013,package,76,23.3269,23.3269,12.1810,0.0691
2776,mangosteen_018,mangosteen,62,23.2084,169.2352,2.2138,0.0420
3134,pan_003,pan,128,23.7392,23.7392,2.0269,0.0395
3378,pineapple_008,pineapple,86,19.5592,84.2576,5.1365,0.0120
4570,timer_007,timer,76,19.3628,19.3628,2.9584,0.0322
4048,shaomai_007,shaomai,50,25.3748,25.4988,28.0557,0.0692
4034,shampoo_030,shampoo,85,116.1099,116.1099,17.3619,0.0417
1504,doll_037,doll,72,143.7760,143.7760,8.5523,0.0228
3570,popcorn_003,popcorn,44,114.0233,114.0233,10.4663,0.0882
1527,doll_060,doll,75,169.1904,169.1904,27.7618,0.0368
2614,litchi_025,litchi,25,17.1005,163.3612,16.2867,0.0976
4528,teddy_bear_004,teddy_bear,94,82.5186,82.5186,4.4878,0.0038
3051,orange_036,orange,59,37.8912,39.0968,7.9587,0.0278
3412,pinecone_013,pinecone,64,13.5297,38.2316,1.8981,0.0408
933,canned_beverage_001,canned_beverage,98,18.2008,29.0878,1.2467,0.0122
4409,sweet_potato_019,sweet_potato,79,160.5522,173.3766,10.1227,0.0223
752,bucket_noodle_022,bucket_noodle,76,96.1280,105.1124,9.6463,0.0040
4359,sushi_011,sushi,103,119.0193,119.0193,45.2073,0.0782
2309,helmet_007,helmet,68,174.2356,174.2356,64.6460,0.1149
44,apple_007,apple,95,15.3749,177.8851,2.3612,0.0465
2566,light_024,light,97,17.9292,17.9292,2.3811,0.0424
4074,shoe_015,shoe,101,154.7945,154.7945,3.6601,0.0127
1896,frisbee_003,frisbee,108,6.8109,25.1823,4.3492,0.0298
1164,chocolate_013,chocolate,45,3.1713,3.1713,9.5100,0.1885
51,apple_014,apple,69,11.6565,107.9115,6.8071,0.0099
229,battery_002,battery,63,14.2326,30.1860,70.6718,0.2132
4490,tape_measure_025,tape_measure,68,43.0260,43.0260,61.6356,0.0580
1192,clock_011,clock,90,166.2986,166.2986,8.5302,0.0299
1992,green_bean_cake_013,green_bean_cake,56,105.1664,105.1664,12.7354,0.0439
1049,cherry_007,cherry,49,41.0248,41.0248,7.6383,0.0530
362,bottle_050,bottle,70,2.9710,7.4799,1.7732,0.0109
650,broccoli_003,broccoli,63,17.1091,150.4602,7.2946,0.0452
3570,popcorn_003,popcorn,44,131.4333,131.4333,24.7953,0.0980
3768,razor_004,razor,67,139.7136,139.7136,5.6583,0.0561
3378,pineapple_008,pineapple,86,86.9511,157.9716,5.3614,0.0072
2298,haw_thorn_046,haw_thorn,37,21.7017,71.1698,3.9726,0.0174
2668,lotus_root_012,lotus_root,66,14.4880,152.8333,4.9288,0.0173
2060,hairpin_023,hairpin,39,122.4717,122.4717,4.2365,0.0910
2677,lotus_root_021,lotus_root,84,75.7921,75.7921,24.4816,0.0392
1485,doll_017,doll,45,31.1317,31.1318,3.5664,0.1417
2470,kiwifruit_002,kiwifruit,63,163.7432,164.4844,4.1631,0.0217
3011,onion_030,onion,65,95.8537,95.9212,1.4325,0.0161
405,box_020,box,111,32.4382,32.4382,7.8851,0.0329
4431,table_013,table,93,12.1254,12.1254,32.3673,0.0587
1098,chili_003,chili,67,11.0072,131.8914,14.8875,0.0386
3540,pomegranate_025,pomegranate,57,2.9022,136.2390,8.4271,0.0318
4490,tape_measure_025,tape_measure,68,11.9860,11.9860,8.3878,0.0062
5352,zongzi_005,zongzi,53,171.1210,171.1210,6.0724,0.0264
1841,fire_extinguisher_001,fire_extinguisher,103,35.5182,35.5182,23.1751,0.0811
4271,steamed_bun_017,steamed_bun,77,23.2059,25.5285,8.3465,0.0519
4161,soap_017,soap,51,4.4876,4.4876,6.3318,0.0339
3622,potato_014,potato,46,173.0184,173.0184,1.1088,0.0121
1431,dinosaur_014,dinosaur,74,177.7647,177.7647,38.2419,0.0774
1527,doll_060,doll,75,68.2182,68.2182,0.5968,0.0507
581,bread_145,bread,71,119.1478,126.7932,5.7732,0.0121
1690,dustbin_005,dustbin,111,170.2521,170.2521,13.7864,0.1205
3245,peanut_031,peanut,67,139.2055,139.2055,1.5591,0.0294
2507,laundry_detergent_004,laundry_detergent,91,17.1242,17.1242,6.2566,0.0194
3291,picnic_basket_002,picnic_basket,106,12.8571,168.6309,5.8328,0.0553
5138,waffle_023,waffle,37,9.3187,179.3291,7.5910,0.0347
2067,hamburger_002,hamburger,67,23.6518,46.2804,11.6814,0.0377
1896,frisbee_003,frisbee,108,2.3380,168.6885,5.4745,0.0377
1587,drawing_002,drawing,152,9.6577,171.7305,9.3013,0.0377
500,bread_037,bread,71,57.4288,57.4288,47.5325,0.0669
4539,thermos_004,thermos,82,63.7182,63.7182,23.4950,0.0270
2401,insole_002,insole,66,6.0886,6.0886,13.4768,0.0312
4587,tissue_002,tissue,65,30.8748,149.4797,7.9820,0.0196
1542,doll_075,doll,50,24.3915,24.3915,3.6242,0.0278
4421,sword_bean_001,sword_bean,24,53.0898,136.3167,4.9109,0.1894
1540,doll_073,doll,23,141.4993,141.4993,14.7291,0.1758
1217,clock_037,clock,72,171.6374,171.6374,5.6296,0.0288
3802,red_wine_glass_010,red_wine_glass,81,5.3365,19.2661,4.3138,0.0174
1462,dish_012,dish,54,156.5910,178.8012,3.3135,0.0678
269,biscuit_010,biscuit,56,171.0648,171.0648,5.3491,0.0333
1219,clock_039,clock,91,26.7874,26.7874,6.9163,0.0317
4034,shampoo_030,shampoo,85,13.0198,13.0198,4.2955,0.0277
4420,sweet_potato_030,sweet_potato,82,8.3204,134.0930,17.8495,0.0431
1524,doll_057,doll,51,83.6593,83.6593,1.4155,0.0244
1204,clock_024,clock,73,165.9201,165.9201,41.5017,0.0921
3488,pizza_020,pizza,56,123.1031,153.5341,1.9238,0.0137
2239,hat_013,hat,100,78.2102,78.2102,29.1831,0.0484
1734,egg_031,egg,58,168.2982,177.4810,35.5364,0.0682
2247,hat_022,hat,57,53.4246,53.4246,11.8359,0.0414
1690,dustbin_005,dustbin,111,36.4015,36.4015,25.8495,0.0511
458,box_075,box,101,4.7094,175.6229,9.6076,0.0111
5146,waffle_031,waffle,69,2.0956,115.2120,4.5134,0.0233
4489,tape_measure_024,tape_measure,79,15.9260,15.9260,3.4156,0.0113
2211,handbag_039,handbag,85,5.2092,176.7233,9.0514,0.0280
2239,hat_013,hat,100,156.2891,156.2891,15.9693,0.0422
3254,pear_009,pear,57,155.1357,163.4659,4.9839,0.0292
3984,sausage_075,sausage,76,78.7890,171.1862,28.3458,0.0441
1615,drum_002,drum,66,44.6255,144.3988,2.5618,0.0301
2073,hamburger_009,hamburger,88,4.7607,122.5506,6.3952,0.0299
2216,handbag_044,handbag,109,86.8017,86.8017,6.4350,0.0256
2071,hamburger_007,hamburger,66,7.5482,22.4666,3.9982,0.0925
1662,durian_007,durian,69,52.8007,52.8007,4.7997,0.0124
4394,sweet_potato_004,sweet_potato,39,3.2415,3.7120,10.7884,0.0250
2216,handbag_044,handbag,109,6.8676,6.8676,8.9874,0.0397
221,banana_039,banana,35,108.5246,108.5246,6.7275,0.0279
5260,watermelon_028,watermelon,81,99.3636,99.3636,2.7059,0.0352
4100,shrimp_003,shrimp,64,177.2855,177.2855,4.4898,0.0190
1219,clock_039,clock,91,24.4700,24.4700,3.2910,0.0284
4449,table_tennis_bat_003,table_tennis_bat,78,7.7999,172.9520,5.4414,0.0591
3447,pitaya_027,pitaya,88,149.3860,158.7940,1.6195,0.0115
616,bread_180,bread,85,14.0988,171.2892,9.7772,0.0379
1896,frisbee_003,frisbee,108,7.3790,25.4786,8.8077,0.0116
1485,doll_017,doll,45,11.1662,11.1662,6.2172,0.0635
3622,potato_014,potato,46,175.8002,175.8002,2.7816,0.0415
469,boxed_beverage_006,boxed_beverage,91,8.4036,171.9084,3.3482,0.0073
756,bucket_noodle_026,bucket_noodle,63,6.5664,17.0218,3.2068,0.0845
4649,tomato_020,tomato,49,36.6520,170.8231,15.9485,0.0805
4499,teapot_009,teapot,119,29.1041,29.1041,7.0257,0.0342
1129,china_001,china,90,177.8557,177.8557,3.7175,0.0200
362,bottle_050,bottle,70,2.1328,91.4440,3.9034,0.0119
1892,fork_002,fork,66,131.8546,131.8546,5.3162,0.0923
3080,oyster_017,oyster,64,93.6030,93.6030,2.3419,0.0271
4944,toy_motorcycle_039,toy_motorcycle,85,50.4234,50.4234,1.5995,0.0413
2309,helmet_007,helmet,68,13.5197,13.5197,9.2814,0.0592
2037,hair_dryer_037,hair_dryer,73,42.0848,42.0848,3.2860,0.0344
1310,corn_011,corn,46,8.4074,110.9863,5.4029,0.0220
4611,tissue_030,tissue,74,93.7748,93.7748,47.4823,0.1031
1310,corn_011,corn,46,1.2972,35.8288,5.6312,0.0195
1363,cup_001,cup,60,105.5975,105.5975,2.8990,0.0016
4202,speaker_001,speaker,100,86.0926,86.0926,2.6499,0.0238
1176,chocolates_012,chocolates,43,164.9028,164.9028,15.4505,0.0997
2177,hand_cream_022,hand_cream,88,18.4004,164.1654,5.8752,0.0429
1593,drawing_008,drawing,115,22.9474,158.8799,2.4147,0.0301
3342,pillow_010,pillow,129,27.4775,154.0148,20.1758,0.0535
221,banana_039,banana,35,114.3891,114.3891,9.6942,0.0399
458,box_075,box,101,4.5619,4.5619,1.1128,0.0018
1367,cup_005,cup,54,69.3557,69.3557,4.8274,0.0291
1176,chocolates_012,chocolates,43,164.6914,164.6914,18.6581,0.1051
4570,timer_007,timer,76,4.5509,4.5508,3.9084,0.0593
1221,clock_041,clock,88,5.2617,5.2617,7.4738,0.0147
1904,garage_kit_004,garage_kit,69,178.7068,178.7068,19.2068,0.1003
1947,glasses_case_001,glasses_case,105,16.5455,16.5455,4.6776,0.0351
767,bumbag_007,bumbag,104,8.7251,178.9244,8.6058,0.0628
2852,microwaveoven_003,microwaveoven,81,137.8382,137.8382,12.0389,0.0612
4074,shoe_015,shoe,101,8.6237,8.6237,5.0129,0.0393
4298,steamed_bun_053,steamed_bun,78,5.7190,11.8642,5.7307,0.0234
1310,corn_011,corn,46,4.8014,152.9552,11.6177,0.0197
1504,doll_037,doll,72,172.8886,172.8886,6.5226,0.0639
465,boxed_beverage_002,boxed_beverage,86,1.6800,179.1791,13.0495,0.0321
2067,hamburger_002,hamburger,67,171.4985,171.5150,2.2125,0.0067
2152,hammer_019,hammer,89,5.3367,5.3367,4.1875,0.0078
1739,egg_036,egg,49,39.1836,106.5511,7.9525,0.0186
3622,potato_014,potato,46,12.5861,12.5861,5.1889,0.0161
1661,durian_006,durian,78,41.5217,41.5217,27.0502,0.0315
5352,zongzi_005,zongzi,53,179.2421,179.2421,1.1549,0.0396
1485,doll_017,doll,45,148.9686,148.9686,2.1236,0.0810
3913,sandwich_013,sandwich,70,160.2002,166.6749,11.7792,0.0221
502,bread_039,bread,76,167.1684,174.0070,5.0528,0.0629
4391,sweet_potato_001,sweet_potato,57,9.3496,43.6004,1.9856,0.0227
3371,pineapple_001,pineapple,103,14.7086,116.0740,3.8219,0.0603
1470,doll_002,doll,133,23.6738,23.6738,7.7991,0.0082
4048,shaomai_007,shaomai,50,19.0939,37.1928,5.6834,0.0338
3342,pillow_010,pillow,129,5.1291,5.1291,11.2444,0.0156
1049,cherry_007,cherry,49,5.2662,5.2662,7.4608,0.0620
1261,coconut_022,coconut,104,13.7234,64.5214,4.5019,0.0278
4298,steamed_bun_053,steamed_bun,78,4.9259,148.9488,3.0177,0.0222
4359,sushi_011,sushi,103,133.7567,133.7567,9.6443,0.0286
3257,pear_012,pear,53,169.8090,172.9368,5.6588,0.0252
1587,drawing_002,drawing,152,172.2407,172.2407,28.5504,0.0582
4701,tooth_paste_015,tooth_paste,84,2.9983,2.9983,5.1802,0.0133
1469,doll_001,doll,94,23.1086,23.1086,3.7228,0.0234
3144,pancake_009,pancake,70,4.5463,59.9689,12.7025,0.0285
626,bread_190,bread,102,4.4255,4.4255,1.0900,0.0217
5146,waffle_031,waffle,69,9.3143,145.6665,11.2790,0.0285
5344,yam_032,yam,86,6.8259,78.8527,2.0025,0.0302
3564,pomegranate_049,pomegranate,96,7.0704,177.3469,5.3685,0.0282
3245,peanut_031,peanut,67,49.1384,156.8926,4.1982,0.0180
871,calculator_018,calculator,97,178.4071,178.4071,15.6664,0.0285
3257,pear_012,pear,53,3.0435,20.8822,7.1273,0.0140
5260,watermelon_028,watermelon,81,159.4476,159.4476,117.1604,0.0467
933,canned_beverage_001,canned_beverage,98,92.1041,99.4302,7.8248,0.0484
559,bread_115,bread,61,81.2093,109.9762,5.7514,0.0356
205,banana_014,banana,93,179.9184,179.9184,7.6145,0.0325
1062,chess_022,chess,50,3.5428,92.6284,15.3956,0.0918
465,boxed_beverage_002,boxed_beverage,86,5.7113,5.7113,1.8715,0.0348
812,burrito_006,burrito,88,78.7094,78.7094,35.5199,0.0252
1676,durian_021,durian,117,33.9142,33.9142,3.8343,0.0279
1346,cucumber_017,cucumber,65,7.0961,79.7376,0.4923,0.0311
946,carrot_012,carrot,110,5.3213,115.8323,10.9108,0.0228
3289,phone_shell_001,phone_shell,60,80.7671,80.7671,5.2876,0.0538
1495,doll_028,doll,80,9.8552,9.8552,4.6129,0.0764
3054,ornament_002,ornament,56,165.5383,165.5383,48.1481,0.0804
4944,toy_motorcycle_039,toy_motorcycle,85,13.4139,13.4139,2.0322,0.0175
4799,toy_boat_025,toy_boat,57,11.5104,11.5104,5.3473,0.0448
418,box_035,box,93,11.5272,170.2101,4.4723,0.0342
5352,zongzi_005,zongzi,53,134.8076,134.8076,2.6456,0.0237
2037,hair_dryer_037,hair_dryer,73,172.6347,172.6347,33.1993,0.0533
2168,hand_cream_012,hand_cream,39,86.0201,94.6224,4.2044,0.0088
616,bread_180,bread,85,15.5246,173.0763,3.3720,0.0469
2168,hand_cream_012,hand_cream,39,84.9688,84.9688,10.3510,0.0669
745,bucket_noodle_014,bucket_noodle,71,111.0589,117.9021,26.4398,0.0634
1540,doll_073,doll,23,173.5446,173.5446,9.9260,0.1110
3378,pineapple_008,pineapple,86,15.1299,70.9316,4.0663,0.0375
1945,glasses_004,glasses,113,31.1419,31.1419,3.9743,0.0301
852,cake_022,cake,91,33.4950,33.4950,5.6741,0.0273
3778,red_jujube_002,red_jujube,28,151.4351,155.6593,7.3556,0.1607
3913,sandwich_013,sandwich,70,3.6697,4.3467,16.3857,0.0482
3768,razor_004,razor,67,24.6265,24.6265,14.4269,0.0801
4074,shoe_015,shoe,101,127.8945,127.8945,44.7837,0.0099
1084,chicken_leg_008,chicken_leg,87,169.4294,169.4294,17.1710,0.0296
3051,orange_036,orange,59,5.3093,88.9426,2.0409,0.0165
4409,sweet_potato_019,sweet_potato,79,3.4659,148.2947,3.7668,0.0059
4359,sushi_011,sushi,103,103.8055,103.8055,15.8970,0.0507
2029,hair_dryer_029,hair_dryer,114,14.9133,14.9133,12.1992,0.0198
1739,egg_036,egg,49,6.0940,119.0731,8.1232,0.0190
221,banana_039,banana,35,94.2529,94.2529,6.9725,0.0506
4967,toy_plane_022,toy_plane,50,36.1599,36.1599,3.0733,0.0308
2106,hamburger_047,hamburger,82,6.7649,100.3112,9.9448,0.0340
1495,doll_028,doll,80,24.4690,24.4690,6.7294,0.0827
2071,hamburger_007,hamburger,66,21.8192,167.2503,6.1163,0.0272
4359,sushi_011,sushi,103,153.6153,153.6153,8.8985,0.0295
2333,hot_dog_066,hot_dog,55,70.5386,127.0096,5.3080,0.0162
3768,razor_004,razor,67,5.0604,5.0604,6.7826,0.0317
4857,toy_bus_029,toy_bus,79,7.6641,7.6641,11.0276,0.0269
4670,tooth_brush_011,tooth_brush,85,178.2839,178.2838,9.8691,0.0304
5130,waffle_015,waffle,70,154.7119,172.1127,12.2145,0.0278
3080,oyster_017,oyster,64,27.1848,27.1848,2.1330,0.0087
4038,shampoo_034,shampoo,62,3.0539,178.0013,1.9767,0.0281
1427,dinosaur_010,dinosaur,107,116.8531,116.8531,20.8764,0.0321
1929,ginger_007,ginger,68,175.9052,175.9052,8.7891,0.0301
1504,doll_037,doll,72,95.2536,95.2536,11.6431,0.0488
4359,sushi_011,sushi,103,21.1300,21.1300,7.9662,0.0210
2682,lotus_root_026,lotus_root,84,6.2590,6.2590,2.2796,0.0395
1896,frisbee_003,frisbee,108,6.3196,16.7760,19.1446,0.0296
4534,teddy_bear_010,teddy_bear,96,30.1555,30.1555,3.9036,0.0210
3622,potato_014,potato,46,124.9954,124.9954,1.0374,0.0304
973,cauliflower_002,cauliflower,91,42.7282,60.5122,3.8784,0.1108
203,banana_012,banana,73,14.2797,14.2797,2.0016,0.0219
3802,red_wine_glass_010,red_wine_glass,81,3.4751,120.3943,3.2959,0.0352
345,book_025,book,95,21.0270,175.1909,15.2598,0.0707
3291,picnic_basket_002,picnic_basket,106,12.1976,12.1976,3.7613,0.0502
2420,kettle_003,kettle,77,175.7231,175.7231,19.4272,0.0424
1204,clock_024,clock,73,175.5533,175.5533,4.2670,0.0282
451,box_068,box,110,85.3656,85.3656,2.3614,0.0053
1992,green_bean_cake_013,green_bean_cake,56,23.1499,174.9443,12.2930,0.0248
2060,hairpin_023,hairpin,39,138.3447,138.3447,10.0701,0.0947
4414,sweet_potato_024,sweet_potato,68,107.6872,159.0403,14.3806,0.0455
1367,cup_005,cup,54,121.6361,121.6361,3.3010,0.0249
1831,fan_005,fan,64,34.6293,34.6293,5.4425,0.0514
5130,waffle_015,waffle,70,5.8378,41.1345,5.6610,0.0266
4534,teddy_bear_010,teddy_bear,96,18.1559,18.1559,4.5956,0.0479
2060,hairpin_023,hairpin,39,64.3041,64.3041,17.8866,0.3473
205,banana_014,banana,93,177.3389,177.3389,5.0292,0.0257
5316,yam_003,yam,91,4.6526,170.4328,26.4875,0.0066
1945,glasses_004,glasses,113,109.1735,109.1735,18.7936,0.0564
4729,toy_animals_013,toy_animals,137,93.9768,93.9768,6.6602,0.0389
4202,speaker_001,speaker,100,3.9364,3.9364,4.6750,0.0424
4362,sushi_014,sushi,61,25.4456,25.4456,2.4900,0.0113
745,bucket_noodle_014,bucket_noodle,71,2.2545,108.6536,1.8233,0.0295
4100,shrimp_003,shrimp,64,178.7946,178.7944,8.4046,0.0802
3036,orange_021,orange,121,3.9696,32.7635,0.7295,0.0342
3564,pomegranate_049,pomegranate,96,22.5050,62.5764,1.2377,0.0198
2413,joystick_001,joystick,81,12.1846,12.1846,8.2089,0.0313
2088,hamburger_026,hamburger,95,50.4579,112.5620,2.7087,0.0087
2216,handbag_044,handbag,109,2.6844,178.8584,4.6441,0.0146
203,banana_012,banana,73,172.7171,172.7171,1.9369,0.0348
3866,ricecooker_003,ricecooker,97,29.0648,29.0648,10.1294,0.0331
3495,pizza_027,pizza,71,164.0016,172.4405,16.6273,0.0112
4699,tooth_paste_013,tooth_paste,96,6.5554,175.4940,2.8791,0.0189
767,bumbag_007,bumbag,104,14.2371,178.9263,5.9851,0.0677
423,box_040,box,89,94.5738,94.5738,23.1951,0.0413
3086,oyster_023,oyster,101,9.1670,9.1671,1.8873,0.0168
2886,mouse_003,mouse,90,10.9874,10.9873,14.6638,0.0175
3286,pen_004,pen,55,157.0106,160.9801,1.8213,0.1017
1873,flower_pot_007,flower_pot,91,119.7528,119.7528,3.1942,0.0509
808,burrito_002,burrito,102,10.3731,31.4056,10.7870,0.0412
1084,chicken_leg_008,chicken_leg,87,167.9473,167.9473,3.5936,0.0215
1892,fork_002,fork,66,113.4810,113.4810,20.3968,0.0826
4499,teapot_009,teapot,119,10.3521,10.3521,12.1490,0.0200
1219,clock_039,clock,91,71.5463,71.5463,4.9559,0.0138
1192,clock_011,clock,90,104.2496,104.2496,1.8571,0.0328
650,broccoli_003,broccoli,63,73.8787,168.8320,4.4347,0.0850
4074,shoe_015,shoe,101,104.4683,104.4683,68.1197,0.0432
362,bottle_050,bottle,70,1.4296,169.9959,0.8543,0.0198
2776,mangosteen_018,mangosteen,62,45.4838,165.0298,0.9684,0.0225
2216,handbag_044,handbag,109,151.8134,151.8134,3.7456,0.0227
2216,handbag_044,handbag,109,145.7033,176.8316,37.3847,0.0323
4202,speaker_001,speaker,100,18.4505,18.4505,8.7541,0.0665
1676,durian_021,durian,117,18.3092,18.3092,9.3926,0.0222
3622,potato_014,potato,46,15.7994,15.7994,0.7154,0.0239
2814,medicine_bottle_029,medicine_bottle,72,6.9201,150.8197,5.2166,0.0370
453,box_070,box,73,8.7479,8.7479,6.3817,0.0358
946,carrot_012,carrot,110,3.4920,106.8818,10.5756,0.0602
913,candy_038,candy,66,9.5158,176.7830,2.7231,0.0481
1540,doll_073,doll,23,84.8515,84.8515,16.2768,0.2174
4857,toy_bus_029,toy_bus,79,17.2521,17.2521,2.1415,0.0679
1408,dice_007,dice,65,28.0290,28.0290,58.8613,0.1684
2852,microwaveoven_003,microwaveoven,81,99.7787,99.7787,20.8283,0.0473
4414,sweet_potato_024,sweet_potato,68,5.6075,18.0254,1.5010,0.0281
1462,dish_012,dish,54,135.1859,135.1859,10.1401,0.0253
2614,litchi_025,litchi,25,53.7012,87.1258,14.0713,0.0593
3622,potato_014,potato,46,10.2352,10.2352,1.1145,0.0166
2636,longan_018,longan,40,62.3113,76.4615,3.9162,0.0157
343,book_022,book,71,73.9595,178.2480,2.3501,0.0170
4048,shaomai_007,shaomai,50,107.5522,176.2124,20.5126,0.1338
2152,hammer_019,hammer,89,3.6507,3.6507,6.0616,0.0511
343,book_022,book,71,1.8342,179.6024,7.2227,0.0410
2177,hand_cream_022,hand_cream,88,10.6473,10.6473,9.0541,0.0127
3512,plant_013,plant,57,21.0803,83.2904,2.9537,0.0097
4036,shampoo_032,shampoo,95,5.6944,5.6944,10.2125,0.0060
1251,coconut_012,coconut,83,18.8886,140.5137,9.7737,0.0202
4202,speaker_001,speaker,100,19.3909,19.3909,17.7927,0.0347
2060,hairpin_023,hairpin,39,55.0722,55.0722,26.6083,0.1594
2838,medicine_bottle_053,medicine_bottle,60,7.3411,119.7173,10.2705,0.0266
4100,shrimp_003,shrimp,64,4.4216,4.4216,4.4993,0.0192
2073,hamburger_009,hamburger,88,5.1546,108.4627,10.3716,0.0177
3644,potato_036,potato,63,154.4351,154.4351,21.8671,0.0558
232,beauty_blender_002,beauty_blender,79,26.8911,26.8911,4.6922,0.0542
4298,steamed_bun_053,steamed_bun,78,75.3861,145.4102,3.1787,0.0441
2073,hamburger_009,hamburger,88,11.6729,113.3723,57.3642,0.0153
2175,hand_cream_020,hand_cream,78,4.3878,178.1370,1.7764,0.0196
5130,waffle_015,waffle,70,6.5572,19.9871,13.0882,0.0152
2037,hair_dryer_037,hair_dryer,73,15.5527,15.5527,1.6179,0.0205
3447,pitaya_027,pitaya,88,12.7692,47.9135,5.0784,0.0166
3342,pillow_010,pillow,129,7.1197,175.1088,19.5768,0.0557
4345,suitcase_006,suitcase,104,65.4704,156.1881,6.5744,0.0456
946,carrot_012,carrot,110,10.1629,73.3280,1.0287,0.0228
2298,haw_thorn_046,haw_thorn,37,38.1150,126.9340,7.1987,0.0756
742,bucket_noodle_011,bucket_noodle,113,168.7535,174.0078,2.9529,0.0378
1587,drawing_002,drawing,152,75.0487,75.0487,25.3892,0.0315
1462,dish_012,dish,54,170.9086,170.9086,1.7796,0.0541
51,apple_014,apple,69,12.8526,108.5968,6.4164,0.0048
3657,potato_chips_006,potato_chips,37,38.1120,147.4851,2.7732,0.0468
4449,table_tennis_bat_003,table_tennis_bat,78,37.3001,37.3001,18.1831,0.0433
4098,shrimp_001,shrimp,87,27.4313,27.4313,4.5356,0.0366
2197,handbag_024,handbag,151,17.2038,167.6338,20.1262,0.0336
3086,oyster_023,oyster,101,7.9912,7.9912,4.1961,0.0223
4161,soap_017,soap,51,61.8070,169.8763,34.0832,0.0904
1739,egg_036,egg,49,24.4079,121.5964,5.6342,0.0116
2431,keyboard_002,keyboard,133,7.6082,7.6082,9.3683,0.0376
933,canned_beverage_001,canned_beverage,98,172.2033,176.0290,9.7439,0.0540
1310,corn_011,corn,46,7.2841,163.2736,1.4844,0.0315
5344,yam_032,yam,86,5.1329,87.4275,3.5877,0.0263
1527,doll_060,doll,75,52.4398,52.4398,34.9597,0.0167
4271,steamed_bun_017,steamed_bun,77,2.2778,34.7943,7.7700,0.0299
34,antique_017,antique,93,177.6644,177.6644,24.3267,0.0566
4252,starfish_007,starfish,109,97.7356,97.7356,19.7763,0.1242
1305,corn_006,corn,67,153.3002,159.4271,29.8693,0.0273
1220,clock_040,clock,120,22.6665,22.6665,1.4358,0.0315
2470,kiwifruit_002,kiwifruit,63,16.5536,66.3469,1.6820,0.0306
5332,yam_020,yam,96,4.3448,161.8662,16.1179,0.0095
1408,dice_007,dice,65,105.9090,166.7855,20.7914,0.0193
4611,tissue_030,tissue,74,178.2799,178.4385,6.3485,0.0716
752,bucket_noodle_022,bucket_noodle,76,4.3836,70.5811,2.4572,0.0167
973,cauliflower_002,cauliflower,91,3.1412,90.0719,8.3239,0.0078
2863,monitor_004,monitor,86,174.7600,174.7600,4.8367,0.0686
4539,thermos_004,thermos,82,41.5337,41.5337,17.3847,0.0330
511,bread_048,bread,68,39.8493,39.8493,7.6053,0.0221
2350,hot_dog_083,hot_dog,100,110.6097,110.6097,2.2189,0.0380
2120,hami_melon_004,hami_melon,76,66.1939,76.6281,66.7958,0.1456
1965,glasses_case_019,glasses_case,90,61.1468,61.1468,2.1518,0.0513
1429,dinosaur_012,dinosaur,99,175.7496,175.7496,4.0634,0.0318
334,book_011,book,107,5.5054,177.3101,3.5942,0.0541
2566,light_024,light,97,18.2827,18.2827,6.3158,0.0393
79,apple_045,apple,54,148.6181,148.6181,2.4706,0.0294
3692,power_strip_032,power_strip,80,3.6994,3.6993,34.0104,0.0444
1129,china_001,china,90,170.2287,170.2287,2.1275,0.0303
3488,pizza_020,pizza,56,176.0126,176.0219,1.7631,0.0209
3245,peanut_031,peanut,67,150.7512,179.0496,11.6963,0.1220
466,boxed_beverage_003,boxed_beverage,74,42.0551,42.0551,1.0881,0.0168
1176,chocolates_012,chocolates,43,24.8607,24.8607,8.2678,0.0926
4420,sweet_potato_030,sweet_potato,82,168.3719,177.0887,13.9748,0.0101
3921,sandwich_021,sandwich,97,86.2723,128.7030,6.0332,0.0146
205,banana_014,banana,93,169.3364,169.3364,2.9150,0.0352
2846,medicine_bottle_061,medicine_bottle,49,3.1558,112.3655,3.4115,0.0421
3054,ornament_002,ornament,56,141.8492,141.8492,16.7843,0.0565
4528,teddy_bear_004,teddy_bear,94,33.4153,33.4153,7.9847,0.0728
2525,lemon_013,lemon,49,12.3971,164.6789,21.0654,0.0094
3254,pear_009,pear,57,86.8306,171.4667,40.9024,0.0113
3026,orange_011,orange,73,16.4784,28.7134,4.3024,0.0190
2525,lemon_013,lemon,49,8.0952,83.2836,2.8890,0.0172
4161,soap_017,soap,51,32.5578,158.0132,12.2139,0.0718
1942,glasses_001,glasses,80,69.0513,69.0513,1.6499,0.0673
4539,thermos_004,thermos,82,13.1888,13.1888,2.1935,0.0043
2247,hat_022,hat,57,67.8028,67.8028,6.2314,0.0796
650,broccoli_003,broccoli,63,9.9997,53.8927,3.4004,0.0436
343,book_022,book,71,80.2333,166.8228,4.1872,0.0865
1245,coconut_005,coconut,95,163.3426,173.6197,15.9320,0.0527
1217,clock_037,clock,72,164.5077,164.5077,4.9910,0.0327
211,banana_023,banana,63,178.2400,178.2401,4.8720,0.0260
4990,toy_train_005,toy_train,63,38.8538,38.8538,9.8076,0.0428
