object_id,name,category,train_freq,rot_sym,rot_naive,trans_cm,size_rel
2211,handbag_039,handbag,85,129.1246,165.1859,17.1655,0.0628
3866,ricecooker_003,ricecooker,97,151.8227,151.8227,9.1528,0.0552
4773,toy_animals_057,toy_animals,52,17.4515,17.4515,10.7827,0.0211
4036,shampoo_032,shampoo,95,5.8751,5.8751,3.5834,0.0599
2120,hami_melon_004,hami_melon,76,78.6056,155.4609,1.7915,0.0129
2413,joystick_001,joystick,81,178.1799,178.1799,4.6264,0.0423
1593,drawing_008,drawing,115,98.0821,98.0821,10.0943,0.0575
1889,flute_001,flute,91,162.9230,162.9230,34.8032,0.0787
650,broccoli_003,broccoli,63,7.6339,155.1621,9.4526,0.0369
345,book_025,book,95,13.7479,168.6225,4.5543,0.0150
3540,pomegranate_025,pomegranate,57,156.0254,162.3228,14.5029,0.0653
610,bread_174,bread,87,141.5413,141.5413,2.3181,0.0233
3091,oyster_030,oyster,69,80.8962,80.8962,8.3500,0.0453
1363,cup_001,cup,60,2.6793,2.6793,1.5227,0.0319
2152,hammer_019,hammer,89,5.4532,5.4532,6.7712,0.0334
4298,steamed_bun_053,steamed_bun,78,7.0300,140.8581,0.5359,0.0208
4534,teddy_bear_010,teddy_bear,96,19.1028,19.1028,10.5128,0.0264
453,box_070,box,73,39.7104,176.4323,7.8647,0.0683
1527,doll_060,doll,75,44.1325,44.1325,11.8167,0.0199
1892,fork_002,fork,66,165.5465,165.5465,3.3250,0.1009
4904,toy_car_012,toy_car,69,133.0987,133.0987,15.9253,0.0363
2852,microwaveoven_003,microwaveoven,81,129.2920,129.2920,10.6380,0.0265
3083,oyster_020,oyster,66,172.7717,172.7717,9.8842,0.0200
1873,flower_pot_007,flower_pot,91,159.7758,159.7758,0.2599,0.0219
203,banana_012,banana,73,45.7983,45.7983,11.3354,0.0286
1947,glasses_case_001,glasses_case,105,11.1721,11.1721,2.1572,0.0415
3699,projector_004,projector,95,154.0829,154.0829,6.0087,0.0153
4197,spanner_002,spanner,67,179.7039,179.7039,17.4689,0.0216
4298,steamed_bun_053,steamed_bun,78,15.2015,119.0072,6.0739,0.0307
4352,sushi_004,sushi,90,80.9807,80.9807,18.1875,0.0549
1527,doll_060,doll,75,38.1341,38.1341,6.1520,0.0482
4470,tape_measure_004,tape_measure,64,174.0545,179.8042,13.7875,0.0690
502,bread_039,bread,76,80.3523,80.3523,1.1090,0.0271
1462,dish_012,dish,54,64.8311,64.8311,12.1147,0.0082
4990,toy_train_005,toy_train,63,11.1980,11.1980,13.8089,0.0409
3913,sandwich_013,sandwich,70,2.8028,98.6363,3.5134,0.0572
4345,suitcase_006,suitcase,104,86.5816,169.6152,5.5813,0.0509
5191,wallet_045,wallet,109,70.5891,70.5891,12.0653,0.0713
4345,suitcase_006,suitcase,104,15.2778,178.0069,3.6156,0.0576
2694,lotus_root_040,lotus_root,37,5.4130,39.1131,3.1180,0.0571
4570,timer_007,timer,76,112.3317,112.3317,2.0218,0.0281
626,bread_190,bread,102,12.4686,176.5136,1.8185,0.0625
3109,package_013,package,76,29.2945,29.2945,2.6911,0.0398
2814,medicine_bottle_029,medicine_bottle,72,12.7768,104.0463,3.0526,0.0122
767,bumbag_007,bumbag,104,169.2777,179.0424,4.5852,0.0197
2120,hami_melon_004,hami_melon,76,11.0899,100.6276,1.3637,0.0187
1929,ginger_007,ginger,68,178.9310,178.9310,5.0475,0.0369
1429,dinosaur_012,dinosaur,99,163.4076,163.4076,14.1055,0.0339
3692,power_strip_032,power_strip,80,9.1152,9.1152,16.9420,0.0189
4449,table_tennis_bat_003,table_tennis_bat,78,61.7213,61.7213,8.5356,0.0300
4587,tissue_002,tissue,65,168.6824,168.6824,4.8038,0.0155
1221,clock_041,clock,88,11.3801,11.3801,2.8164,0.0353
2414,kennel_001,kennel,95,56.1671,56.1671,3.3498,0.0065
1251,coconut_012,coconut,83,69.8036,137.6080,1.7917,0.0049
1831,fan_005,fan,64,64.2056,64.2056,11.0288,0.0973
1483,doll_015,doll,55,60.2365,60.2365,10.2720,0.1346
196,banana_005,banana,83,153.4334,153.4334,13.4063,0.0378
2886,mouse_003,mouse,90,5.0126,5.0126,6.9499,0.0084
85,apple_051,apple,68,139.8236,169.5238,4.5757,0.0929
4161,soap_017,soap,51,6.4841,175.8487,2.6260,0.0147
3921,sandwich_021,sandwich,97,67.0787,101.1747,30.7588,0.0679
2636,longan_018,longan,40,164.3579,171.6747,5.1409,0.0632
405,box_020,box,111,11.0339,179.3403,3.0888,0.0312
1753,egg_tart_001,egg_tart,58,13.0473,83.0573,0.6477,0.0615
1495,doll_028,doll,80,24.5739,24.5739,38.9558,0.0318
423,box_040,box,89,15.7442,15.7442,1.8466,0.0089
3026,orange_011,orange,73,4.1620,7.0499,3.1834,0.0102
2752,mango_058,mango,37,47.3937,134.9513,19.4617,0.0305
3506,plant_006,plant,106,9.3819,60.0696,2.0128,0.0286
610,bread_174,bread,87,104.7674,104.7674,2.6493,0.0628
4240,squash_031,squash,83,6.1238,127.8827,5.9057,0.0252
2037,hair_dryer_037,hair_dryer,73,107.8385,107.8385,1.3354,0.0320
3254,pear_009,pear,57,116.0056,116.5181,38.6835,0.0397
4241,squash_032,squash,87,165.5692,166.3413,1.3778,0.0260
3289,phone_shell_001,phone_shell,60,4.6909,4.6909,6.7708,0.0444
1504,doll_037,doll,72,179.2992,179.2992,8.8366,0.0149
2367,house_011,house,35,113.3006,113.3006,25.4317,0.1640
4611,tissue_030,tissue,74,32.1265,162.8292,10.8887,0.0308
1084,chicken_leg_008,chicken_leg,87,167.3238,167.3238,16.1085,0.0269
469,boxed_beverage_006,boxed_beverage,91,5.1714,175.5753,3.4499,0.0234
2507,laundry_detergent_004,laundry_detergent,91,7.9090,7.9090,2.5423,0.0171
3342,pillow_010,pillow,129,89.0264,89.0264,6.7071,0.0279
626,bread_190,bread,102,43.7756,43.7756,1.0212,0.0159
4074,shoe_015,shoe,101,19.1206,19.1206,7.0155,0.0403
3699,projector_004,projector,95,60.5776,60.5776,3.0447,0.0269
838,cake_008,cake,58,158.8510,158.8510,2.7495,0.0780
913,candy_038,candy,66,7.5330,7.5330,13.0323,0.0449
334,book_011,book,107,20.0035,20.0035,9.0475,0.0199
4275,steamed_bun_022,steamed_bun,69,127.7199,138.1881,15.1845,0.0866
2113,hamburger_054,hamburger,49,64.5716,136.0659,15.5159,0.0506
4252,starfish_007,starfish,109,19.1731,19.1731,6.5777,0.0107
2309,helmet_007,helmet,68,68.0970,68.0970,18.5808,0.0266
1527,doll_060,doll,75,14.6821,14.6821,8.6682,0.0352
405,box_020,box,111,69.6584,69.6584,35.5622,0.0237
3257,pear_012,pear,53,89.1011,122.3089,8.1810,0.0175
1221,clock_041,clock,88,20.3538,20.3538,5.8503,0.0354
3488,pizza_020,pizza,56,6.8244,22.2446,7.5509,0.0204
3059,ornaments_001,ornaments,101,169.5880,169.5880,5.7856,0.0212
4352,sushi_004,sushi,90,16.3010,16.3010,2.3318,0.0388
5344,yam_032,yam,86,5.8516,5.8516,1.7189,0.0326
2367,house_011,house,35,98.4855,98.4855,16.9501,0.0610
767,bumbag_007,bumbag,104,92.1822,145.5321,3.6394,0.0450
418,box_035,box,93,15.7825,178.5479,1.8437,0.0208
4240,squash_031,squash,83,10.5837,103.1908,4.3434,0.0172
2333,hot_dog_066,hot_dog,55,55.1850,55.1850,2.3893,0.0165
2073,hamburger_009,hamburger,88,5.6863,37.1610,6.0124,0.0444
1062,chess_022,chess,50,2.0851,83.5219,3.4910,0.0332
5188,wallet_042,wallet,101,177.6291,177.6291,6.0029,0.0371
1217,clock_037,clock,72,22.3100,22.3100,3.7916,0.0266
3570,popcorn_003,popcorn,44,129.0189,129.0189,5.6657,0.0374
2863,monitor_004,monitor,86,89.2995,89.2995,3.9786,0.0373
2367,house_011,house,35,178.8094,178.8094,7.5748,0.0631
3506,plant_006,plant,106,4.7053,12.1874,6.2179,0.0290
4202,speaker_001,speaker,100,2.4910,2.4910,5.9529,0.0180
2881,mooncake_018,mooncake,56,8.4610,126.5430,1.3762,0.0480
4509,teapot_019,teapot,64,76.6635,76.6635,6.6160,0.0806
458,box_075,box,101,5.2825,5.2825,12.0277,0.0159
1495,doll_028,doll,80,166.3678,166.3678,7.3646,0.0769
5260,watermelon_028,watermelon,81,40.2328,40.2328,13.1461,0.0297
4944,toy_motorcycle_039,toy_motorcycle,85,41.6821,41.6821,1.7865,0.0256
4047,shaomai_006,shaomai,69,3.5792,81.1106,2.2782,0.0257
4550,thimble_009,thimble,49,94.4364,130.6714,14.2006,0.1163
405,box_020,box,111,9.3409,9.3409,3.1351,0.0733
4345,suitcase_006,suitcase,104,74.1136,74.1136,11.7782,0.0324
4699,tooth_paste_013,tooth_paste,96,14.4697,167.1172,7.4815,0.0444
2677,lotus_root_021,lotus_root,84,39.0217,39.1204,11.8598,0.0306
650,broccoli_003,broccoli,63,17.4958,42.3831,1.3947,0.0379
1540,doll_073,doll,23,114.8543,114.8543,12.7638,0.0999
2085,hamburger_021,hamburger,85,162.8896,171.2112,5.6766,0.0254
502,bread_039,bread,76,10.6528,176.4189,7.6079,0.0083
4420,sweet_potato_030,sweet_potato,82,6.5331,101.7954,3.2257,0.0239
3778,red_jujube_002,red_jujube,28,172.3718,173.0376,5.9625,0.0475
2333,hot_dog_066,hot_dog,55,101.3933,101.3933,21.9991,0.0569
584,bread_148,bread,100,35.9085,176.6346,8.3634,0.0291
4570,timer_007,timer,76,116.1144,116.1144,1.6237,0.0236
5254,watermelon_012,watermelon,91,4.0865,4.0865,4.7112,0.0165
269,biscuit_010,biscuit,56,151.4156,151.4156,7.8839,0.0248
742,bucket_noodle_011,bucket_noodle,113,86.6017,112.3394,16.4325,0.0214
3622,potato_014,potato,46,30.1838,30.1838,2.8746,0.0581
4202,speaker_001,speaker,100,175.9424,175.9424,21.6469,0.0487
4161,soap_017,soap,51,6.8206,178.5201,13.1477,0.0176
2350,hot_dog_083,hot_dog,100,8.3221,179.8430,8.6545,0.0221
2029,hair_dryer_029,hair_dryer,114,115.9453,115.9453,5.5551,0.0504
2455,kite_010,kite,13,74.3439,74.3439,42.7696,0.1095
5344,yam_032,yam,86,2.2688,177.1435,2.5568,0.0187
2168,hand_cream_012,hand_cream,39,88.5721,88.5721,27.7422,0.1059
5227,walnut_030,walnut,47,68.3500,151.6464,7.0617,0.1480
1640,dumpling_012,dumpling,52,153.8943,167.1536,18.9363,0.0423
5188,wallet_042,wallet,101,177.7820,177.7821,2.5655,0.0183
2333,hot_dog_066,hot_dog,55,21.1074,21.1074,2.8186,0.0066
1690,dustbin_005,dustbin,111,156.4180,156.4180,18.0289,0.0159
4499,teapot_009,teapot,119,29.8772,29.8772,1.4002,0.0242
2073,hamburger_009,hamburger,88,94.1304,143.4390,32.3240,0.0214
650,broccoli_003,broccoli,63,31.1242,116.3496,6.2323,0.0253
1374,cup_012,cup,80,8.0133,8.0133,5.2237,0.0086
1662,durian_007,durian,69,30.1660,30.1660,10.0875,0.0866
2752,mango_058,mango,37,19.1881,19.1881,2.7363,0.0385
3080,oyster_017,oyster,64,83.2670,83.2670,1.8965,0.0363
4048,shaomai_007,shaomai,50,34.6025,38.3179,2.6217,0.0219
3091,oyster_030,oyster,69,169.7640,169.7640,1.7163,0.0292
4528,teddy_bear_004,teddy_bear,94,145.5793,145.5793,5.0446,0.0255
559,bread_115,bread,61,164.3351,176.3053,7.6882,0.0434
34,antique_017,antique,93,102.5653,102.5653,5.9431,0.0559
2420,kettle_003,kettle,77,136.6375,136.6375,5.0808,0.0284
1217,clock_037,clock,72,31.9144,31.9144,4.6590,0.0447
1495,doll_028,doll,80,25.9438,25.9438,2.7034,0.0354
808,burrito_002,burrito,102,18.5317,173.9263,9.2401,0.0495
5138,waffle_023,waffle,37,10.0539,146.2249,3.7306,0.0325
4345,suitcase_006,suitcase,104,80.0306,170.1174,19.3434,0.0226
2846,medicine_bottle_061,medicine_bottle,49,2.5136,54.0625,2.5623,0.0171
4509,teapot_019,teapot,64,69.1793,69.1793,2.3504,0.0830
4379,sushi_031,sushi,52,166.2225,166.2225,5.1961,0.0183
1176,chocolates_012,chocolates,43,15.7078,15.7078,11.6365,0.1048
3383,pineapple_013,pineapple,128,3.1858,153.8216,2.3278,0.0205
2413,joystick_001,joystick,81,6.4058,6.4058,3.6409,0.0093
2814,medicine_bottle_029,medicine_bottle,72,5.7890,11.7106,4.8948,0.0230
4729,toy_animals_013,toy_animals,137,17.7601,17.7601,2.8634,0.0151
183,bamboo_shoots_029,bamboo_shoots,104,6.9876,51.0608,7.0518,0.0162
1462,dish_012,dish,54,23.7286,23.7286,5.2561,0.0097
2413,joystick_001,joystick,81,14.3191,14.3191,1.1263,0.0144
4298,steamed_bun_053,steamed_bun,78,5.1771,5.1771,1.7190,0.0468
4074,shoe_015,shoe,101,73.4408,73.4408,5.3107,0.0314
4570,timer_007,timer,76,118.6368,118.6368,42.0281,0.0238
1164,chocolate_013,chocolate,45,41.6978,41.6978,3.1469,0.0096
1204,clock_024,clock,73,36.8745,36.8745,54.5858,0.0578
650,broccoli_003,broccoli,63,167.8331,172.3563,7.6933,0.0352
4074,shoe_015,shoe,101,94.3605,94.3605,4.5043,0.0355
752,bucket_noodle_022,bucket_noodle,76,8.4502,82.2273,0.7044,0.0263
1429,dinosaur_012,dinosaur,99,99.1683,99.1683,6.5335,0.1018
2413,joystick_001,joystick,81,13.0926,13.0926,2.0062,0.0371
756,bucket_noodle_026,bucket_noodle,63,134.0802,137.6847,5.3495,0.0873
2503,laptop_004,laptop,107,154.5823,154.5823,39.7870,0.0632
1204,clock_024,clock,73,13.5565,13.5565,24.4035,0.0164
511,bread_048,bread,68,165.6709,177.2279,4.3964,0.0272
812,burrito_006,burrito,88,166.4980,166.4980,10.0146,0.0209
133,backpack_032,backpack,73,39.7126,39.7126,12.9084,0.0599
1204,clock_024,clock,73,156.4415,156.4415,49.6518,0.0367
1469,doll_001,doll,94,176.0948,176.0948,6.0484,0.0259
1217,clock_037,clock,72,18.9342,18.9342,3.3299,0.0183
4699,tooth_paste_013,tooth_paste,96,3.5552,3.5552,1.3323,0.0282
4161,soap_017,soap,51,66.2754,66.2754,16.5308,0.0195
221,banana_039,banana,35,122.8382,122.8382,6.1883,0.0777
511,bread_048,bread,68,14.4677,172.9256,0.8729,0.0386
1485,doll_017,doll,45,18.4990,18.4990,10.2846,0.0909
4490,tape_measure_025,tape_measure,68,14.1455,178.3235,3.1117,0.0297
4649,tomato_020,tomato,49,18.2803,40.7815,5.4973,0.0449
3644,potato_036,potato,63,30.2374,30.2374,2.4615,0.0209
182,bamboo_shoots_028,bamboo_shoots,93,10.7924,98.3652,4.3563,0.0301
2970,mushroom_067,mushroom,81,8.8249,178.5321,17.6127,0.0233
1819,facial_cream_008,facial_cream,89,3.9131,3.9131,3.6346,0.0221
4570,timer_007,timer,76,83.4155,83.4155,8.0127,0.0321
4240,squash_031,squash,83,3.7925,93.1433,21.7857,0.0237
2037,hair_dryer_037,hair_dryer,73,14.5622,14.5622,4.7507,0.0538
2106,hamburger_047,hamburger,82,7.1861,110.4290,12.7287,0.0303
4409,sweet_potato_019,sweet_potato,79,1.6744,160.3934,1.4711,0.0346
3059,ornaments_001,ornaments,101,134.2916,134.2916,8.2045,0.0247
1427,dinosaur_010,dinosaur,107,21.4745,21.4745,4.0667,0.0406
3134,pan_003,pan,128,48.0833,48.0833,3.1432,0.0236
2259,haw_thorn_004,haw_thorn,48,75.4280,78.3799,8.7383,0.0496
4100,shrimp_003,shrimp,64,13.6507,13.6507,2.1148,0.0362
4431,table_013,table,93,66.3633,66.3633,18.5753,0.0195
39,apple_001,apple,56,3.5398,20.1150,1.2833,0.0091
2211,handbag_039,handbag,85,115.6541,115.6541,9.0079,0.0303
4670,tooth_brush_011,tooth_brush,85,10.1145,10.1145,5.9616,0.0183
3699,projector_004,projector,95,151.3774,151.3774,12.1238,0.0368
4528,teddy_bear_004,teddy_bear,94,15.6565,15.6565,5.3463,0.0163
3291,picnic_basket_002,picnic_basket,106,37.2334,155.0385,4.8277,0.0285
4944,toy_motorcycle_039,toy_motorcycle,85,9.5357,9.5357,4.7582,0.0250
3286,pen_004,pen,55,33.2514,108.3528,4.0918,0.0633
1615,drum_002,drum,66,123.2012,177.2988,14.7146,0.0409
2507,laundry_detergent_004,laundry_detergent,91,9.5355,9.5355,1.5737,0.0269
2037,hair_dryer_037,hair_dryer,73,175.3270,175.3270,15.4335,0.0483
345,book_025,book,95,14.5235,178.7781,1.8388,0.0545
79,apple_045,apple,54,52.1465,52.1465,0.6703,0.0229
39,apple_001,apple,56,7.4896,13.6111,0.7558,0.0113
5260,watermelon_028,watermelon,81,168.1008,168.1008,11.0819,0.0171
2525,lemon_013,lemon,49,9.3347,143.1332,3.2825,0.0153
4699,tooth_paste_013,tooth_paste,96,22.4114,22.4114,9.0329,0.0238
2175,hand_cream_020,hand_cream,78,5.3217,177.2343,8.5326,0.0384
1305,corn_006,corn,67,2.0617,157.0084,2.9579,0.0196
626,bread_190,bread,102,95.7998,95.7998,9.4669,0.0420
1469,doll_001,doll,94,111.9767,111.9767,8.1004,0.0461
1462,dish_012,dish,54,19.1708,19.1708,9.0486,0.0389
817,burrito_011,burrito,90,64.7188,69.0103,29.0454,0.0235
2507,laundry_detergent_004,laundry_detergent,91,11.1795,11.1795,1.6230,0.0294
2668,lotus_root_012,lotus_root,66,12.4977,93.9394,1.0019,0.0118
3051,orange_036,orange,59,142.4091,148.4023,9.6278,0.0424
5352,zongzi_005,zongzi,53,162.3246,162.3246,14.5335,0.0592
2814,medicine_bottle_029,medicine_bottle,72,1.2530,145.8756,6.8429,0.0262
2037,hair_dryer_037,hair_dryer,73,9.0428,9.0428,2.3628,0.0168
1462,dish_012,dish,54,24.2692,159.7014,6.4908,0.1862
2060,hairpin_023,hairpin,39,51.3611,51.3611,14.9163,0.0716
1330,corn_032,corn,84,9.0165,31.4740,6.8533,0.0079
1904,garage_kit_004,garage_kit,69,17.4579,17.4579,1.7175,0.0112
4534,teddy_bear_010,teddy_bear,96,164.5616,164.5616,40.0964,0.2867
85,apple_051,apple,68,14.5007,43.0515,13.6854,0.0340
3080,oyster_017,oyster,64,15.5690,15.5690,6.3938,0.0198
1363,cup_001,cup,60,55.2448,55.2448,10.3097,0.0258
1942,glasses_001,glasses,80,86.6544,86.6544,43.3949,0.0707
3086,oyster_023,oyster,101,8.1137,8.1137,3.1790,0.0230
4359,sushi_011,sushi,103,173.2513,173.2513,14.1476,0.0694
4047,shaomai_006,shaomai,69,35.3020,39.1234,4.6246,0.0286
3692,power_strip_032,power_strip,80,90.9065,90.9065,23.0403,0.0103
2343,hot_dog_076,hot_dog,116,39.7736,39.7736,4.0534,0.0129
1462,dish_012,dish,54,126.6824,126.6824,51.0469,0.0923
616,bread_180,bread,85,26.8011,171.9428,11.0443,0.0367
808,burrito_002,burrito,102,26.5641,130.0053,5.7091,0.0295
2949,mushroom_046,mushroom,35,3.5544,158.5878,4.1966,0.0291
4202,speaker_001,speaker,100,143.2185,143.2185,1.7315,0.0207
2852,microwaveoven_003,microwaveoven,81,104.1929,104.1929,7.5142,0.0358
1346,cucumber_017,cucumber,65,138.9219,162.8266,23.7702,0.0208
3343,pillow_011,pillow,126,43.1110,168.1082,21.6448,0.0508
4670,tooth_brush_011,tooth_brush,85,102.3215,102.3215,6.3895,0.0306
1446,dinosaur_031,dinosaur,59,132.1445,132.1445,10.1656,0.1131
2886,mouse_003,mouse,90,16.5306,16.5306,10.8035,0.0588
4275,steamed_bun_022,steamed_bun,69,68.8227,105.7590,22.2062,0.0761
2060,hairpin_023,hairpin,39,164.9263,164.9263,6.1318,0.1476
3495,pizza_027,pizza,71,156.7511,163.9184,29.0534,0.0322
2431,keyboard_002,keyboard,133,13.1375,13.1375,7.4889,0.0367
3768,razor_004,razor,67,164.2961,164.2961,6.4844,0.0171
2886,mouse_003,mouse,90,10.8010,10.8010,3.7465,0.0196
4967,toy_plane_022,toy_plane,50,39.8015,39.8015,0.3676,0.0620
2814,medicine_bottle_029,medicine_bottle,72,11.5068,112.9205,1.9791,0.0305
2216,handbag_044,handbag,109,87.0223,87.0223,14.5253,0.0397
2420,kettle_003,kettle,77,140.8777,140.8777,9.3834,0.0124
2814,medicine_bottle_029,medicine_bottle,72,4.8446,110.6986,14.3019,0.1014
3846,rice_cake_003,rice_cake,52,171.2396,171.2396,8.2249,0.0437
1945,glasses_004,glasses,113,132.6672,132.6672,4.9379,0.0403
4197,spanner_002,spanner,67,175.4657,175.4657,5.8639,0.0270
5254,watermelon_012,watermelon,91,27.4579,27.4579,7.9180,0.0120
745,bucket_noodle_014,bucket_noodle,71,3.4159,103.7137,5.4556,0.0444
133,backpack_032,backpack,73,126.2041,126.2041,13.3432,0.0463
1462,dish_012,dish,54,62.2136,119.8144,6.1505,0.0359
2949,mushroom_046,mushroom,35,6.4723,18.6617,6.0040,0.0496
4729,toy_animals_013,toy_animals,137,73.2656,73.2656,6.9323,0.0194
2152,hammer_019,hammer,89,4.3899,4.3899,9.4239,0.0096
2037,hair_dryer_037,hair_dryer,73,27.9294,27.9294,11.9269,0.0555
823,burrito_017,burrito,84,4.5084,178.4544,4.4319,0.0259
4313,strawberry_002,strawberry,53,27.7668,174.8379,6.7716,0.0221
4740,toy_animals_024,toy_animals,68,35.2874,35.2874,91.4046,0.0904
4391,sweet_potato_001,sweet_potato,57,160.2925,179.3893,10.5202,0.0310
4391,sweet_potato_001,sweet_potato,57,6.1546,155.4523,0.5021,0.0213
1485,doll_017,doll,45,9.5853,9.5853,3.1880,0.0096
3512,plant_013,plant,57,9.6702,129.7815,6.4976,0.0707
133,backpack_032,backpack,73,5.5768,5.5768,9.0252,0.0300
4701,tooth_paste_015,tooth_paste,84,30.1562,179.3262,2.5025,0.0074
5332,yam_020,yam,96,163.9529,169.7153,2.3619,0.0277
2636,longan_018,longan,40,158.7774,159.8558,13.3628,0.0132
4535,thermometer_001,thermometer,57,15.9236,15.9236,8.0274,0.0570
2351,hot_dog_084,hot_dog,59,12.6695,170.9036,13.5491,0.0113
3291,picnic_basket_002,picnic_basket,106,13.8033,13.8033,12.9173,0.0694
203,banana_012,banana,73,20.0645,20.0645,5.4127,0.0474
1992,green_bean_cake_013,green_bean_cake,56,55.0241,125.1221,5.7121,0.0683
1540,doll_073,doll,23,138.1498,138.1498,10.1367,0.2306
2322,hot_dog_053,hot_dog,91,175.0183,179.3535,0.9350,0.0084
1979,gloves_013,gloves,70,34.9005,34.9005,0.8543,0.0433
85,apple_051,apple,68,113.2091,150.3157,4.8301,0.0409
1676,durian_021,durian,117,30.8418,30.8418,1.1446,0.0549
44,apple_007,apple,95,8.3172,70.3225,9.5475,0.0201
4570,timer_007,timer,76,15.0089,15.0089,2.4181,0.0409
3289,phone_shell_001,phone_shell,60,14.2436,14.2436,6.8604,0.0679
2970,mushroom_067,mushroom,81,175.4173,176.1915,5.2565,0.0466
1470,doll_002,doll,133,11.9840,11.9840,7.4268,0.0305
225,banana_043,banana,69,176.9131,176.9131,9.5838,0.0395
1346,cucumber_017,cucumber,65,36.2482,59.7778,6.5143,0.0972
3512,plant_013,plant,57,0.6691,19.8499,4.1076,0.0240
1129,china_001,china,90,177.5524,177.5524,5.8781,0.0369
2120,hami_melon_004,hami_melon,76,7.2940,41.4074,1.8906,0.0228
3073,oyster_006,oyster,80,90.5027,90.5027,9.3809,0.0201
2703,magnet_004,magnet,30,12.4744,63.2301,3.7638,0.1205
1945,glasses_004,glasses,113,75.5394,75.5394,3.1564,0.0547
1542,doll_075,doll,50,153.4402,153.4402,2.0783,0.0182
2120,hami_melon_004,hami_melon,76,19.1412,104.2401,5.3804,0.0284
4394,sweet_potato_004,sweet_potato,39,156.6430,156.6430,2.2202,0.0870
4038,shampoo_034,shampoo,62,6.3040,6.3040,1.9230,0.0112
1753,egg_tart_001,egg_tart,58,11.1905,160.6203,3.0431,0.0393
225,banana_043,banana,69,1.9769,1.9769,3.7101,0.0218
3036,orange_021,orange,121,23.0368,147.9198,5.2705,0.0309
1363,cup_001,cup,60,98.2676,98.2676,49.6375,0.0413
4275,steamed_bun_022,steamed_bun,69,12.6483,69.1784,21.3890,0.0976
110,asparagus_011,asparagus,56,18.9734,76.2987,2.8091,0.0273
1431,dinosaur_014,dinosaur,74,161.9052,161.9052,5.1478,0.0473
2503,laptop_004,laptop,107,4.0792,4.0792,9.5879,0.0268
4263,starfish_018,starfish,81,170.0716,170.0716,14.8768,0.0563
405,box_020,box,111,9.0528,172.5522,10.5001,0.0310
2881,mooncake_018,mooncake,56,20.6382,144.7089,5.3601,0.0296
584,bread_148,bread,100,155.0968,155.0968,14.1799,0.0380
4161,soap_017,soap,51,23.3457,23.3457,2.9778,0.0650
537,bread_087,bread,55,174.0946,174.0946,16.2974,0.0890
423,box_040,box,89,109.9887,109.9887,2.9168,0.0218
1431,dinosaur_014,dinosaur,74,165.0533,165.0533,28.5272,0.0250
2037,hair_dryer_037,hair_dryer,73,4.7296,4.7296,7.4424,0.0337
3540,pomegranate_025,pomegranate,57,16.6454,58.5673,29.0536,0.1082
458,box_075,box,101,66.7539,140.6155,98.3945,0.0493
5138,waffle_023,waffle,37,8.9908,78.3403,24.0846,0.0285
4528,teddy_bear_004,teddy_bear,94,51.5843,51.5843,8.0664,0.0279
2852,microwaveoven_003,microwaveoven,81,45.8610,45.8610,28.1220,0.0661
3245,peanut_031,peanut,67,131.6115,150.2052,20.0198,0.0196
4990,toy_train_005,toy_train,63,97.3979,97.3979,10.5983,0.0238
4345,suitcase_006,suitcase,104,72.7532,72.7532,1.1998,0.0464
812,burrito_006,burrito,88,5.8112,5.8112,15.1039,0.0497
4944,toy_motorcycle_039,toy_motorcycle,85,26.8317,26.8317,8.0757,0.0215
3343,pillow_011,pillow,126,8.1755,8.1755,3.7432,0.0382
1868,flower_pot_002,flower_pot,119,176.3315,176.3315,23.9564,0.0852
1587,drawing_002,drawing,152,54.8323,54.8323,2.2952,0.0282
2838,medicine_bottle_053,medicine_bottle,60,4.5095,63.3061,8.8483,0.0633
4701,tooth_paste_015,tooth_paste,84,87.7447,159.5827,10.3359,0.0134
2071,hamburger_007,hamburger,66,19.5504,48.4890,14.2753,0.0605
4036,shampoo_032,shampoo,95,5.6335,5.6335,10.1918,0.0296
2109,hamburger_050,hamburger,96,2.1744,49.3493,1.9463,0.0377
3714,puff_009,puff,58,18.4210,29.3739,7.0094,0.0110
4414,sweet_potato_024,sweet_potato,68,12.1065,154.6918,8.2410,0.0301
4275,steamed_bun_022,steamed_bun,69,75.0628,103.1145,7.5571,0.0149
4074,shoe_015,shoe,101,11.9046,11.9046,7.6145,0.0231
2667,lotus_root_011,lotus_root,80,112.4915,114.2490,9.9302,0.0154
1367,cup_005,cup,54,129.8910,129.8910,22.6781,0.0553
2073,hamburger_009,hamburger,88,2.8451,96.9027,3.2663,0.0331
1965,glasses_case_019,glasses_case,90,12.1261,12.1261,2.6847,0.0206
4252,starfish_007,starfish,109,174.7791,174.7791,3.6483,0.0080
1965,glasses_case_019,glasses_case,90,64.0286,64.0286,10.7284,0.0347
4100,shrimp_003,shrimp,64,176.4348,176.4348,6.2680,0.0166
4240,squash_031,squash,83,24.4712,116.8762,10.7407,0.0197
2507,laundry_detergent_004,laundry_detergent,91,19.9016,19.9016,4.9578,0.0274
4499,teapot_009,teapot,119,22.1312,22.1312,2.7672,0.0620
933,canned_beverage_001,canned_beverage,98,56.8941,160.4968,12.8691,0.0255
1892,fork_002,fork,66,61.6032,61.6032,7.8057,0.1016
1049,cherry_007,cherry,49,14.4543,177.9965,1.5356,0.0032
4263,starfish_018,starfish,81,29.2525,29.2525,9.2544,0.0379
